Text,Label,AiTypeNormalized,CategoryNormalized
maxamed cabdiraxmaan cumar cusman eng yariisow wiil uu dhalay alle ha naxariistee guddoomiyihii hore ee gobolka banaadir rasmi loogu magacaabay xoghayaha koowaad ee ergayga soomaaliya ee magaalada new york wasaaradda arrimaha dibadda iskaashiga caalamiga ee xukuumadda federaalka soomaaliya magacaabistan shaacisay war soo saartay iyadoo lagu xusay maxamed uu mid noqon doono diblomaasiyiinta soomaaliya matali doona xarunta qaramada midoobay ee new york magacaabistan lagu tilmaamay mid lagu xoojinayo matalaadda hawlaha diblomaasiyadeed ee dalka,AI,AI,Unknown
culimaaudiinka soomaaliyeed adag dhaleeceeyay weerarrada alshabaab iyagoo tilmaamay mid soo horjeeda sharciga islaamka xuquuqda muslimka guddoomiyaha hayadda culimada sheekh bashiir axmad salaad sheegay falimaha kooxda aanay islaamka mid ahayn qofka salaadda tukanaya alle haddii laayo dembi weyn kaga soo horjeeda diinta samaynayaan sharcidiid ayuu yiri cabbirahan sheegay dib weerar alshabaab qaadeen hotelka saxafi habeennimadii kaasoo ciidamadu guul leh xukumeen,AI,AI,Unknown
doorashadii 7aad xiriirka kubadda cagta dalka wanaagsan uga dhacday magaalada muqdisho waxaana markale hogaaminta xiriirka doortay cabdiqani saciid carab horay ahaa gudoomiyaha doorashada cod lahaa guud ahaan 25ka koox ee kubbadda cagta ururada macalimiintaciyaartoyda garsoorka dhamaantooda hoos imaado xiriirka kubbadda cagta madasha doorasha sugnaa masuuliyeen matalayay hayadda taageera horomarinta kubbadda cagta ee fifa caf guddoomiyaasha kooxahagudoomiyaasha xiriirada kubbadda cagta maamulgoboleedyadgobolka banaadir wasaarada ciyaaraha dhalinyarada dowlada marti sharaf kale lagu casuumay doorashadii 7aad ee xiriirka soomaaliyeed cabdullahi aawoow xuseen tartamayay gudoomiye xigeynka labaad ee xkcagta tanaasulayisagoo qubad uu jeediyay sheegay uu mahad celinayo madaxda xiriirka kubbadda cagta dadaalka wadaan dalka isagana hagar laaan uu ula shaqeyndoono ibraahim xuseen roobe ahaa gudoomiyaha gudiga doorashada markii dhamaatay codeyntii gacantaaga uu dhawaaqay qaabka dhacday doorashada sida kala helay jagooyinka afartii sano hore ee aan joognay xafiiska waxaan shaqeenay dib dhiska garoomadabalaarinta tartamada kubbadda cagta qeyb galka tartamadda qaarada afrika aan wada shaqeyn fiican yeelanay maamul goboleedyada sidoo kale guulaysanay aan dooro wacan ciyaarnay xiriirada kubbadda cagta qaarada afrika ee caf kan caalamka ee fifawaxaa sidaas inoo sheegay gudoomiyaha xiriirka soomaaliyeed ee kubbadda cagta mudane cabdiqani saciid carab solomon mufuzzi madax horomarinta barnaamijyada afrika kana socday xiriirka kubbadda cagta caalamka ee fifa sheegay wixii dhacay muqdisho tahay fariin wanaagsan iyagana kaalin weyn qaadandoonaan horomarinta kubbadda cagta soomaliya wanaagsan ula shaqeyndoon gudoomiye cabdi qani xigeynadiisa xubanaha doortay gudoomiyaha garsooryaasha qaarada afrika ahna gudoomiyaha xiriirka kubbadda cagta dalka jabuuti suleymaan xasan waaberi isna wakiil ahaa xiriirka qaarada afrika ee caf sheegay uu farax sanahay qaabka wanaagsan dhacday doorashada shaqsi ahaan uu taageeridoono geedi socod wanaasan ee xiriirka kubbadda cagta soomaaaliya cali cabdi maxamed cali shiine horay ahaa gudoomiyaha xigeynka 2aad doortay afarta sano ee soo socota gudoomiyaha xigeynka 1aad ee xkcagta uu sheegay isaga shaqsi ahaan uu imaandoono wax qabad muuqda wuxuuna hamblayo mahad celin diray qof walbo isaga usoo hambalyeesay markii lagu dhawaqaay uu yahay gudoomiyaha xigeynka 1aad ee xkcagta dalka cllahi sheikh nuur axmed mid ahaa ciyaaryanahadii soo maray wadanka afartii sano ee laga soo gudbayna ahaa gudoomiyaha xigeynka 1aad isna markale doortay gudoomiye xigeynka 2aad wuxuuna sheegay meesha iminka joogo afarta sana ee soo socota wax badan iska badalidoonto kobac horomarka kubadda cagta gudoomiyaasha xiiirada kubbadda cagta maamulgoboleedyada lagu casuumay doorshadan wadajir sheegay joogo waqtigii laga dhaqaaqi lahaa muqdisho lana horomarin lahaa magaalooyinka kale ee dalka iyagana sanadaha soo aadan kooxaha maamulaan ugu qeyb qaateyn doorashayooyinka kale horomarinta kubbadda cagta gaarto miyi magaalo waxaaa xubanaha fullinta doortay shaqeyndoona gudoomiyaha xigeynadiisa abuukar isloow xuseencabdisamad shiikh qaasimyaxye maxamed abuukarcumar maxamuud nuur mugaambe cabdulaahi cusmaan daami horayna ugu soo qeyb qaateyn horomarinta isboortigabalse bahda ciyaaraha war sugaya yimaadaan fikirado cusub dhageyestaan talooyinka horomarineyd ee imaanaya bulshada gudoomiyaha xiriirka kubbadda cagta aduunka ee fifa gianni infantino dhambaal hambalyo usoo diray gudoomiyaha kubbadda cagta soomaaliya cabdiqani saciid carab todobaadkii hore dib loogu doortay hogaaminta xiriirka kubbadda cagta dalka mudane gudoomiye ii ogolaaw aan kuusoo diro hambalyo diirran aadan dib doorashada laguu doortay aad gudoomiye kasii ahaato xiriirka kubbadda cagta soomaaliya mudada 20182022ayuu dhambaalkiisa hambalyada yiri gudoomiyaha xiriirka kubada cagta caalamka infantino fadlan sidoo kale iga gaarsii hambalyo saaxiibada kale ee guddiga fulinta doortay waxaan adiga xubnaha lagula doortay idin rajeynayaa nasiib wacan aad guuleysataan howlaha idin horyaala waxaan kaa dhur sugayaa wada shaqeyntiina aan dhawaan kula kulmo aan shaqsiyan mar kale kuugu hambalyeeyoayuu gudoommiyaha fifa sheegay dhambaalka hambalyada ee uu soo gaarsiiyay gudoomiyaha xiriirka kubbadda cagta soomaaliya cabdiqani saciid carab bahda ciyaaraha gudaha maamulka cusub ee xiriirka kubbadda cagta warsugaya horomaro kala gedisan xaga gudaha dibada dalkeena uu ula jaanqaandoono gobolka caalamka,HUMAN,HUMAN,Unknown
daafacyada gerard pique jordi alba seegi doona kulanka labaad ee barcelona champions league wajaheyso manchester city 1 november labada daafac ee spain laga saaray garoonka intii sotay ciyartii barcelona 40 kaga badiyeen city garoonka camp nou pique 29 jir maqnaan doonaa seddex isbuuc dib dhaawac anqawga midig kasoo gaaray sida xaqiijisay kooxdiisa daafaca bidix ee alba 27 jir maqnaan doona muddo laba todobaad kadib markii uu dhaawac muruqa soo gaaray alba lagu bedelaydaafaca reer france ee lucas digne 10 daqiiqo markii ciyaartu soctayb halka jeremy mathieu lagu bedel pique 39 daqiiqo balse markii dambe laga saaray garoonka daafaca france kadib markii laba jaale xiriir uu qaatay,HUMAN,HUMAN,Unknown
muqdisho raiisul wasaaraha xukuumadda fsoomaaliya mudane cumar crashiid cali sharmaarke maanta kormeer tagey xarunta wasaaradda gaashaandhigga isbitalka ciidamadda xds waxana kormeerka weheliyey siihayaha wasaaradda gaashaandhigga mudane maxamed sheekh xasan xaamud kuxigeenadiisa taliyaha ciidanka xoogga sg daahir aaden cilmi waxana uu ugu horreyn booqday xarunta wasaaradda gaashaandhigga halkaasoo uu kula kulmay saraakiisha ciidanka xoogga dalka isagoo sidoo kalena kormeeray qeybaha wasaaraddu kooban tahay isbitaalka xoogga,HUMAN,HUMAN,Unknown
goor dhow garoonka diyaaradaha aadan cadde ee magaalada muqdisho kasoo degay saddex diyaarad waday masuuliyiin tirsan jubbaland ciyaartoy hore taageerayaal aad badan maamulka jubbaland diyaaradahan usoo kireeyay taageerayaashan dhammaantood laga keenay magaalada kismaayo barbar istaagaan kooxda kubadda cagta jubbaland maanta ciyaar final ciyaari doonta kooxda puntland taageerayaasha jubbaland qaarkood aynu hadalnay inoo sheegeen inay faraxsan yihiin inay yimaadaan muqdisho taasina muujinayso sida reer jubbaland bahda ciyaaraha uga mid yihiin sida hadalka dhigeen garoonka kubadda cagta ee banaadir laga dareemayaa mashquul aad aad badan waxaana garoonka qulqulaya taageerayaal badan labada koox markii ugu horreysay dhowr labaatan sano kadib maamulka jubbaland noqonaya maamulkii ugu horreeyay ee taageero keena ama geeya magaallo kale dalka islamarkaana ciyaar sidan kale dhaceyso masuuliyiin tirsan dowladda federaalka soomaaliya filayaa inay qeyb noqdaan xubnaha daawan doona ciyaartan xiisaha badan ee jubbaland puntland ammaanka guud ee garoonka banaadir mid aad adkeeyay waxaana ciidamada amniga sugaya sugan yihiin dhammaan waddooyinka kale garoonkaasi,HUMAN,HUMAN,Unknown
dhamaadkii sanadkii lasoo dhaafay dalka ciyaaro saaxiibtinimo isdhaxgal bulsho imaaday macalimiin ciyaartooy soomaaliyeed badankooda barbaaray qurbahaiyagoo kala yimid wadamo badan yurub waxayn arinta dhiiri gelin weyn noqotay ciyaaraha gudaha kooxaha dhisan soomaaliya 18december 2018caasimada muqdisho soo gaaray kooxda kubbadda cagta som united naadi soomaaliyeed ciyaarta horyaalka afaraad ee wadanka sweden yoolkooda ugu weynaa ahaa isdhaxgal bulsho ciyaar saaxiibtinimo ogaadaan badalka jira soomaaliya dhalinyaradda dhashay qurbaha tuso dalkooda hooyo aniga mid qurbajoogta reer sweden goobjoog waxaan ugu mahad celinaynaa barnamijyadii quruxda badnaa ee aad samayseen socdaalkii kowaad ee som united taas weyn usoo jiidatay waaladiin badan caruur badan dhalay qurbaha markii daawadeen habka sameeyay barnaamijkii saabsanaa safarka kooxda som united badalay dareenkooda waxayna iminka qorshaynaynaa dalka soo laabtaanwaxaa sidaas barnaamijka xeyndaabka ciyaaraha goobjoog tv sheegay axmed xassan xarabi xidig qurbajoog yimid wadanka sweden iminkana sugan caasimada muqdisho 26december 2018raiisul wasaaraha xukuumada soomaaliya xasan cali khayre kulan barasho xog wareesi yeeshay wafdiga ciyaartooyda macalimiinta kooxda som unitedkhayre dhageestay fikirka dhalinyarada koray qurbaha ee aadan horomarinta wadankaisagoo guud mahad celin ugu diray dhamaan kooxihii qurbajoogta ee sanadkii tagay 2018 dalka yimid ciyaaraha saaxiibtinimo isdhaxgalka sheekada ugu weyn ee maal mahan jirta sweden hadlida safarkii taariikhiga ahaa ee kooxda som united sanadkii dhamaaday 2018 imaadeen caasimada muqdisho qaabka wanaagsan soo dhaweeyeen madaxdda dowladda qurbajoogta kasoo laabtay swedenwaxaa sidaas barnaamijka xeyndaabka isboortiga ugu waramay axmed xassan xarabi xidig mid qurbajoogta reer sweden kastaba maamulka kooxda som united balanqaadeen sanadaha soo aadan booqandoonaan dhamaan gobolada dalka dhalinyarada koray sweden bartaan dhaqanka dalkooda hooyo soomaaliya,HUMAN,HUMAN,Unknown
madaxweynaha dowladda federaalka soomaaliya mudane xasan sheekh maxamuud maanta magaalada muqdisho rasmi uga furay shirka madasha hoggaamiyeyaasha dowladda dhexe maamul goboleedyada madaxweynaha uu madasha jeediyay khudbad waxaana uu sheegay shirkan hadli doono ajendayaal mid yihiin dhaqangelinta nidaamka doorasho ee lagu heshiiyay laga munaaqishoodo barnaamijka siyaasadda dowladda ee amniga qaranka barnaamijka dib eegista dastuurka kmg ee qaranka waxaana uu sheegay dowladda soomaaliya baahan yahay sii xoojiso dowladnimada qaranimada dalka maanta maalin kale muhiim qaranka soomaaliyeed waddankeena uu tallaabsadey horumar dhinacyo badan taasina waxaan gaarney isku tanaasul dulqaad aan muujinay waxaan rajeynayaa inaan meesha sii wadno dadaalkeena aan horay ugu dhaqaajineyno dalka aan helno soomaaliya cusub dhisan nabad horumar barwaaqo ayuu yiri madaxweynaha maanta ayay aheyd markii muqdisho uu furmay shirka madasha wadatashiga qaran waxaana isugu yimid madaxda dowladda soomaaliya maamul goboleedyada,HUMAN,HUMAN,Unknown
khadka internetka dib ugu soo laabtay koonfurta bartamaha soomaaliya kadib markii kumeelgaar xalliyay cilladdii jirtay sababtay inuu internetku goo shalay 26kii luuliyo 2020 saacaddu markay ahay 1038 barqo iyadoo wixii markaasi dambeeyay wasaaraddu fartay shirkadaha adeegga internetka bixiya inay sida ugu dhaqsaha badan xalliyaan cilladda isla markaana wasaaradda soo wadaagaan hadba meesha wax marayaan shirkadda dalkom soomaaliya wakiil uga xarigga internetka eastern africa submarine cable system eassy warbixin soo gaarsiisay wasaaradda sheegtay iyaga kaashanaya eassy suurto gashay dib soo celiyaan addeegga internetka kmg hor inta soo gaarayaan badweynta koox caalami caawisa hagaajinta cilladda timid khadka taas meel xeebteena jirta 27km shirkaddu sheegtay xarigga uusan goin balse uu soo gaaray dhaawac balse haatan xalliyay kmg eeg sawirka muujinaya meesha khadku cilladoobay wasiirka boostada isgaarsiinta teknolojiyada eng cabdi cashuur xasan mahadceliyay shirkadaha dalkom hormuud shirkadaha kale dadaalka bixiyeen soo yareeyo muddada uu internetku maqan yahay qeybo mid dalka inta horreysana dadaalay inay internetka bixiyaan iyagoo adeegsanaya dayaxgacmeedka aysan caqabad ugu iman adeegyada tiirsan internetka wasiirka ugu baaqay shirkadaha bixiya adeegga internetka inay taxadar dheeri heegan muujiyaan maalmaha soo socda inta cilladdan laga wada xallinayo uusan hakad galin adeegga bixiyaan dhinaca kale wasiirku sheegay arrintani muujineyso baahida weyn ee magaalada muqdisho guud ahaan koonfurta bartamaha soomaaliya qabaan helo xargo kale internet badbaado inuu gebi ahaanba goo internetka hal xarig cillad farsamo timaaddo sababtoo wax dhici kara inay cillado yimaadaan xargaha badda hoosteeda mara balse dalalka kale aan tabin maadaama haystaan kuwo kale wasiirku intaasi daray dalkeenu uusan kabsan karin khadka internetka goa maadaama tiirsan yihiin adeegyada bankiyada xawaaladaha iskuxirka taleefoonnada dibedda tikidhada waxbarashada warbaahinta adeegyada dawladda sida baasaboorrada iwm sidaasi darteed baahan yahay xil dheeri iska saaro maadaama qeybaha nolosha dhan haatan tiirsan yihiin internetka shirkadaha kale ee xargaha soo wada waxaan fareynaa inay dadajiyaan hawshooda waayo dhowr mar ayaanu aragnay inay khatar weyn tahay lagu tiirsanaado hal xarig kaliya dhinaca kalena fursad ganacsi muujineysa adeeggooda baahi qabo ayuu hadalkiisa soo gabagabeeyay wasiirku wasaaraddu bulshada wadaagi doontaa wixii arrintan soo kordha,HUMAN,HUMAN,Unknown
magaalada muqdisho dhacay kulan isugu yimaadeen xubnaha guddiga kmg ee rungta ganacsiga warshadaha soomaaliya ee uu dhawaan magacaabay wasiirka wasaarradda ganacsiga soomaaliya khaliif cabdi cumar guddigan shirkooda uga arinsanayay sidii dhisi lahaa guddiga rugta ganacsiga warshadaha kaddib markii uu wasiirku kala diray maamulkii rungta ganacsiga cabdullaahi nuur cismaan guddoomiyaha guddiga kmg sheegay kulamo wadatashi maalmihii ugu danbeeyayba wadeen isla garteen dhismaha rungta ganacsiga sida uu hadalka dhigay dhan yihiin ganacsatada soomaaliyeed guddiga ganacasatada balamay isugu yimaadaan kulamo kale uga arinsanayaan sidii dhisi lahaa rugta ganacsiga sidoo kale isugu keeni lahaa inta badan ganacsatada soomaaliyeed kulamadan imanaya xili wasiirka ganacsiga xukuumadda soomaaliya khaliif cabdi cumar uu kmg guddigan ugu magacaabay sii wadaan shaqada rungta hasse ahaatee raiisal wasaaraha xukuumadda soomaaliya maxamed xusseen rooble mar arintan wax laga weydiiyay sheegay uusan warqabin tallaabada wasiirka balse xalin doono wixii khilaafaad ee dhax jira rungta ganacsiga,HUMAN,HUMAN,Unknown
waraysi sidee heerka waxbarashada soomaaliya dhowaan konfurta badhtamaha soomaaliya dhacay imtixaanaadka shahaadada dugsiyada sare soo qabanqaabisay dawladda soomaaliya markii ugu horraysay muddo badan 20 sano inkastoo tallaabadaasi xiisad dhex abuurtay dawladda dalladaha gaarka ee waxbarashada haddana khubarada macnaysay inay ahayd tallaabo horey qaaday khubaradu dawaladda ugu baaqeen inay shaqayso sidii dejin lahaa sharci waxbarasho hufan tayo leh isla markaana salaysan tababarka macallimiinta tayo waxbarasho daraasadda heerka waxbarashada qodobadaas waayaaragnimadiisa shaqo haaruun macruuf uu waraystay prof xasan cabdi kaynaan madaxa waxbarashada ee xafiiska hayadda qaramada midoobay ee unesco ee bariga afrika,HUMAN,HUMAN,Unknown
halkan qoran maqaal faahfaahsan dib habeeyey iyadoo ilaalinayo macnaha qaabka xogta muhiimka ee qoraalkii hore maxkamadda magaalada hargeysa dhowaan soo gabagabaysay dacwad weyn hadal hayn dhalisay taas saabsan haweenay lagu eedeeyay inay kacday falal lagu tilmaamay khalkhal gelin diimeed kiiskan gaar soo jiitay dareenka bulshada maadaama uu taabanayo arrimo xasaasi xiriira diinta islaamka fahamka saxda ee bulshada dhexdeeda lagu faafiyo haweenaydan lagu magacaabo sacdiya sheekh yuusuf wardheer isla markaana lagu sheegay inay noolayd xaafadda guryosamo ee degmada maxamuud haybe ee magaalada hargeysa lagu eedeeyay inay bulshada gaar ahaan haweenka nool xaafaddaas gudbinaysay fikrado diini khaldan kuwaas sheegay inay hor imanayaan aqoonta saxda ee diinta islaamka guddoomiyaha degmada hargeysa cabdirashiid beergeel hadlayay dacwaddan sida dhacday sheegay dacwadda ahayd mid uu qaranka somaliland dacwo yahay halka sacdiya sheekh yuusuf ahayd eedeysanaha kiiskan sida uu sheegay guddoomiyuhu haweenaydan lagu soo oogay qodobka 314aad ee xeerka ciqaabta guud kaas cad tilmaamaya dambiyada xiriira khalkhal gelinta arrimaha diinta guddoomiyuhu uu faahfaahin bixiyay maxkamaddu dacwaddan qaadatay 5tii september 2015 isla markaana socotay muddo lix maalmood dhageysi inta lagu guda jiray muddadaas maxkamaddu dhegaysatay dhinacyada kala duwan ee kiiska jireen markhaatiyaal culimo dadkii lagu sheegay inay saamaynta fikradahaas khaldan yeesheen eedeymaha soo jeediyay sacdiya sheekh yuusuf ahaa kuwo dhowr qodob kooban lagu sheegay inay haweenka nool xaafadda guryosamo bandhigtay fasiraado khaldan saabsan diinta islaamka iyadoo mid hadallada lagu soo eedeeyay ahayd malakul jibriil uu waxyiga keenayo nebi muxammad nnkh uu isu ekaysiin jiray suuradda caaisha xaaskii nebiga hadalkan culimadu tilmaameen mid cad uga hor imanaya aqoonta islaamka ee isku raacsan yahay sidoo kale lagu eedeeyay inay sheegtay mushaharka bixiso dawladdu uu yahay xaaraan taas saamayn yeelan karta aragtida dadka ee aaddan shaqada nidaamka dawliga intaa dheer lagu soo eedeeyay inay dadka boorrisay carruurta aan geynin xarumaha caafimaadka taas halis gelin karta caafimaadka bulshada gaar ahaan carruurta nugul eedeymaha kale mid ahaa inay dadka dhiirrigelisay inaysan tukan salaadaha ciidaha ee dadweynuhu wada tukadaan taas caado cibaado weyn ugu dhex jirta bulshada islaamka arrimahan dhan sheegay inay sababeen khalkhal jahawareer dhex abuurmay haweenka nool xaafadda deganayd intii socotay dacwadda sacdiya sheekh yuusuf qiratay eedeymaha soo jeediyay maxkamadda hor sheegtay inay runtii hadalladaas tidhi isla markaana aaminsanayd fikradaha faafinaysay qirashadeeda door weyn ciyaartay goaanka maxkamadda maadaama meesha saartay baahida qabo caddeymo dheeraad lagu xaqiijinayo dambiga markhaatiyaashii maxkamadda hor yimid mid ahaa culimo socotay wasaaradda diinta awqaafta kuwaas cad diiday fikirrada haweenaydu faafinaysay sharxeen aragtiyahaas aysan salaysnayn quraanka kariimka sunnada nabiga nnkh isla markaana yihiin kuwo khaldan khatar caqiidada bulshada sidoo kale arday haween kale sheegay inay kulmeen sacdiya sheekh yuusuf iyaguna markhaati kacay iyagoo sheegay inay isku dayday inay qanciso fikrado aan horey aqoon kuwaas markii dambe diideen dib markii tashadeen culimo kale ugu dambayn maxkamadda hargeysa dhawaaqday xukunka kama dambaysta ee kiiskan guddoomiyaha maxkamadda sheegay eego qirashada eedeysanaha caddeymaha hor keenay maxkamaddu goaamisay sacdiya sheekh yuusuf dambaysay fal dambiyeedka lagu soo oogay lagu xukumay hal sano xarig taas bilaabanaysa taariikhda xiray ahayd 31kii august 2015 sidoo kale lagu ganaaxay hal milyan shilin somaliland taas dhiganta qiyaastii 140 intaa dheer maxkamaddu goaamisay dhamaysato muddada xadhigga laga musaafuriyo dalka somaliland loona celiyo dalka asal ahaan soo jeeddo gaar ahaan magaalada cadaado ee soomaaliya guddoomiyaha maxkamadda sidoo kale xusay eedeysanuhu uusan lahayn wax racfaan maadaama cad qiratay dambiga haysto tani dhigan tahay xukunka uu yahay mid kama dambays aan dib noqon karin kiiskan muujinaya sida muhiim tahay ilaalinta xasilloonida diimeed ee bulshada sidoo kale doorka leeyihiin hayadaha dowliga culimada hubiyo fahamka diinta uu ahaado mid sax saleysan manhajka islaamka ee isku raacsan yahay kale uu tusaale yahay sida sharcigu uga jawaabo arko falal keeni kara jahawareer diimeed kala fogaansho bulsho dhacdadan sidoo kale dhalisay dood saabsan xuduudaha xorriyadda fikirka ilaalinta diinta iyadoo qaar mid bulshada arkaan muhiim tahay ilaaliyo midnimada diimeed halka qaar kalena hadlaan baahida qabo wacyigelin waxbarasho hortago faafitaanka fikrado khaldan kastaba ha ahaatee goaanka maxkamaddu ahaa mid cad saleysan qirashada eedeysanaha caddeymaha hor keenay waxaana arkay tallaabo lagu ilaalinayo nidaamka kala dambaynta bulshada gaar ahaan dhinaca diinta tiir muhiim nolosha bulshada soomaaliyeed,AI,AI,Unknown
sheekada caasim axmed muujinaysaa sida hal qof uu isbeddel weyn ugu sameyn karo nolosha qof kale xitaa isagoo aan toos garanayn caasim 35 jir kuna nool magaalada newcastle ee dalka ingiriiska sanadkii 2019 goaansaday inuu mid mid kelyihiisa ugu deeqo qof bukaan baahnaa arrintani ma ahayn mid uu fudud gaaray balse ahayd goaan dhashay wacyi dareen biniaadantinimo qoto dheer intii lagu jiray xilligii covid19 hoos dhacay tirada dadka deeqaya xubnaha jirka gaar ahaan kelyaha tani keentay dad badan baahan kelyo sugaan muddo dheer iyagoo xaaladdoodu halis tahay waaxda adeegga qaran ee caafimaadka uk markaas boorrisay shacabka inay fekeraan deeqbixinta xubnaha isla markaana kala hadlaan qoysaskooda goaannada noocan wacyigelintu kororto caasim sheegay fikradda deeqbixinta kelyaha markii hore muuqatay mid culus balse markii uu qoto dheer uga fikiray uu arkay qof caafimaad qaba uu caadi noolaan karo isagoo leh hal keli shaqeyneysa tani dhigtay goaanka mid fahmi karo aan sidaa khatar badneyn caafimaad ahaan eego sheegay caasim uusan garanayn qofka uu kelyaha siiyay taas dhigaysa deeqdiisa mid aad naadir dhisan dhab aan wax dan gaar laga lahayn ujeeddadiisu ahayd keliya uu badbaadiyo nolol cad sheegay dareenka qof uu noolaan karo sababtiisa muhiimsaneyd wax kasta kale arrinta kale ee muhiimka uk weli jiraan kumannaan qof sugaya kelyo lagu beddelo taas muujinaysa baahida weyn ee jirta inkastoo daaweynta sifeynta kelyaha yihiin xal kumeelgaar haddana dadka badan baahan yihiin xubin cusub nolol caadi ugu laabtaan caasim sidoo kale hadlay goaanka deeqbixinta uusan ahayn mid fudud qirtay inuu welwelsanaa maalintii qalliinka balse uu weli dareemayay uu sameynayo wax sax qalliinka kadib soo kabtay dhowr toddobaad gudahood caafimaadkiisuna wuu wanaagsanaa kelida kale ee uu haysto caadi shaqeyneysa iyadoo dhakhaatiirtu joogto ula socdaan waxyaabaha xiisaha leh caasim uu kaftan sheegay inuu kelida uu haysto ugu bixiyay magac taas muujinaysa sida uu ula qabsaday xaaladdiisa cusub kale uu helay fariin mahadcelin timid qofkii ama qoyska uu badbaadiyay taas weyn taabatay dareenkiisa ugu dambeyntii sheekadan fariin cad direysaa bulshada deeqbixinta xubnaha jirka tahay fal nafhurnimo badbaadin kara nolol badan inkastoo aysan ahayn goaan qof walba qaadan karo haddana wacyi faham badan dhigi kara mid bulshada anfaca caasim axmed tusaale noqday hal goaan geesinimo naxariis dhisan uu beddeli karo nolosha qof kale weligiis,AI,AI,Unknown
